OBJECTID,FOREST_NAME,WATERSHED_CODE,WATERSHED_NAME,WATERSHED_CONDITION_FS_AREA,TOTAL_WATERSHED_AREA_ACRES,FS_OWNERSHIP_PERCENT,NONFS_AREA_PERCENT,AQUATIC_BIOTA_CONDITION,RIPARIAN_WETLAND_VEG_CONDITION,WATER_QUALITY_CONDITION,WATER_QUANTITY_CONDITION,AQUATIC_HABITAT_CONDITION,ROADS_AND_TRAILS_CONDITION,SOIL_CONDITION,FIRE_EFFECTS_REGIME_CONDITION,FOREST_COVER_CONDITION,FOREST_HEALTH_CONDITION,INVASIVE_SPECIES_CONDITION,RANGELAND_VEGETATION_CONDITION,YEAR_PRIORITY_IDENTIFIED,PRINCIPAL_REASON,SELECTION_NARRATIVE,KNOWN_PARTNERS,APPROVAL_DATE,ESTIMATED_COMPLETION_DATE,ESSENTIAL_PROJECT_COUNT,ESSENTIAL_PROJECT_EST_COST,ACTUAL_COMPLETION_DATE,RESTORATION_ACTION_PLAN,RESTORATION_ACTION_PLAN_IND,FS_UNIT_ID,WRAP_NAME,WRAP_APPROVAL_DATE,ACCOMPLISH_REPORT_IND,USFS_OWNERSHIP_ACRES
10075,Kootenai National Forest,170101010804,Sinclair Creek,Functioning Properly,8084.6,50,50,Fair,Fair,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,4056.6530000000002
10214,Custer Gallatin National Forest,100700060601,Dilworth Creek-Clarks Fork Yellowstone River,Functioning Properly,39543.0,7,93,Good,Good,Good,Good,Good,Good,Good,Poor,Fair,Good,Good,----,,,,,,,,,,,,0111,,,,2709.074
10343,Custer Gallatin National Forest,100700030307,Horse Creek,Functioning Properly,24857.600000000002,15,85,Fair,Good,Good,Good,Fair,Good,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,3720.838
10493,Helena-Lewis And Clark National Forest,100301010603,Johnny Gulch,Functioning at Risk,21368.3,23,77,Fair,Poor,Good,Poor,Fair,Poor,Fair,Good,Good,Fair,Good,Fair,,,,,,,,,,,,0115,,,,4885.45
10625,Nez Perce-Clearwater National Forest,170603050702,Meadow Creek,Functioning Properly,24022.600000000002,99,1,Good,Good,Poor,Good,Fair,Fair,Fair,Fair,Good,Good,Good,Good,2014,"<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Cost>$100,000 to $1 million</Cost></Principal_Reason>","Degraded meadow condition contribuing to high stream temps. Timber harvest, grazing and road building led to excessive sediment in Meadow Creek.  High road density.",<Known_Partners><Partner><Name>Nez Perce Tribe</Name><Type>Known</Type></Partner></Known_Partners>,2014-06-29,2018-09-30,5,223500,2015-09-01,,Y,0117,Meadow Creek WRAP,2014-06-29,Y,23837.112
10720,Custer Gallatin National Forest,100700061001,West Red Lodge Creek,Functioning Properly,30088.7,51,49,Poor,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,15243.617
10721,Lolo National Forest,170102040701,Clark Fork River-Thompson Creek,Functioning at Risk,29439.7,69,32,Fair,Fair,Poor,Fair,Poor,Fair,Poor,Good,Good,Good,Fair,Good,,,,,,,,,,,,0116,,,,20174.53
10725,Helena-Lewis And Clark National Forest,100402011304,Upper Blake Creek,Functioning Properly,9290.7,48,52,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,,,0115,,,,4441.667
10821,Lolo National Forest,170102031006,Morrell Creek,Functioning Properly,16447.1,97,3,Fair,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Fair,----,,,,,,,,,,,,0116,,,,16019.107
10837,Flathead National Forest,170102090705,Dorie Creek,Functioning Properly,15336.2,100,0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Fair,----,,,,,,,,,,,,0110,,,,15336.220000000001
10851,Helena-Lewis And Clark National Forest,100301011804,Virginia Creek,Impaired Function,19415.7,69,31,Poor,Fair,Poor,Poor,Poor,Poor,Poor,Fair,Fair,Fair,Good,Fair,,,,,,,,,,,,0115,,,,13465.623
10874,Helena-Lewis And Clark National Forest,170102030403,Washington Creek,Impaired Function,8016.7,62,38,Poor,Fair,Poor,Poor,Poor,Poor,Fair,Poor,Good,Fair,Good,Fair,,,,,,,,,,,,0115,,,,4947.118
11117,Bitterroot National Forest,170102050807,Bitterroot River-Lick Creek,Functioning at Risk,34040.7,47,53,Poor,Poor,Good,Good,Fair,Good,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,,,0103,,,,16113.414
11179,Idaho Panhandle National Forests,170102150306,Kalispell Creek,Functioning at Risk,25117.0,96,4,Poor,Fair,Poor,Good,Fair,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,24103.263
11249,Custer Gallatin National Forest,100700020503,Dry Creek-Yellowstone River,Functioning Properly,17108.0,12,88,Good,Good,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,1995.9920000000002
11260,Lolo National Forest,170102040604,Quartz Creek,Functioning at Risk,11529.800000000001,94,6,Poor,Fair,Good,Fair,Fair,Fair,Good,Fair,Good,Fair,Fair,----,,,,,,,,,,,,0116,,,,10820.781
11340,Nez Perce-Clearwater National Forest,170603080703,Middle Elk Creek,Functioning at Risk,14581.6,18,83,Poor,Fair,Poor,Poor,Fair,Fair,Fair,Good,Fair,Good,Good,Poor,,,,,,,,,,,,0117,,,,2556.612
11561,Custer Gallatin National Forest,100800140403,Inferno Canyon-Sage Creek,Functioning Properly,22211.3,26,74,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,5721.134
11620,Custer Gallatin National Forest,100700020305,Lower Mill Creek,Functioning Properly,22257.2,65,36,Good,Good,Good,Fair,Good,Fair,Poor,Fair,Fair,Good,Fair,Good,,,,,,,,,,,,0111,,,,14349.927
11849,Lolo National Forest,170102040611,Cedar Creek,Functioning at Risk,25109.4,96,4,Good,Fair,Fair,Fair,Poor,Poor,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,,,0116,,,,24046.841
11854,Helena-Lewis And Clark National Forest,100402010106,Mud Creek,Functioning at Risk,15739.6,36,64,Poor,Fair,Good,Poor,Poor,Poor,Good,Fair,Good,Fair,Good,Fair,,,,,,,,,,,,0115,,,,5634.638
11868,Helena-Lewis And Clark National Forest,100401030504,Waite Creek,Functioning Properly,22764.3,15,85,Good,Fair,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Fair,,,,,,,,,,,,0115,,,,3339.964
12013,Custer Gallatin National Forest,100700020601,South Fork Big Timber Creek,Functioning Properly,17844.5,35,65,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,6251.768
12084,Dakota Prairie Grasslands,101102040506,Bell Lake Creek,Functioning at Risk,11142.6,81,19,Fair,Poor,Fair,Fair,Fair,Poor,Poor,Good,Good,Good,Fair,Fair,,,,,,,,,,,,0118,,,,8989.798
12207,Lolo National Forest,170102031003,Deer Creek,Functioning at Risk,12652.5,18,83,Fair,Fair,Fair,Good,Fair,Poor,Good,Good,Good,Good,Good,----,,,,,,,,,,,,0116,,,,2209.717
12267,Lolo National Forest,170102040101,Upper Rattlesnake Creek,Functioning Properly,28697.3,100,0,Fair,Fair,Good,Fair,Good,Fair,Good,Good,Good,Good,Good,----,,,,,,,,,,,,0116,,,,28665.722
12386,Bitterroot National Forest,170102051506,Bitterroot River-Larry Creek,Functioning Properly,32353.7,18,82,Fair,Good,Good,Fair,Fair,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,,,0103,,,,5747.993
12394,Flathead National Forest,170102100304,Sq___ Meadows Creek,Functioning Properly,21316.0,93,7,Poor,Good,Fair,Good,Good,Good,Good,Good,Good,Good,Fair,----,,,,,,,,,,,,0110,,,,19839.216
12450,Kootenai National Forest,170101020103,Pleasant Valley Creek,Functioning Properly,27388.7,7,93,Fair,Good,Good,Good,Good,Poor,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,,,0114,,,,1861.722
12456,Idaho Panhandle National Forests,170103050101,Hayden Creek,Functioning at Risk,18001.2,89,11,Fair,Poor,Poor,Good,Fair,Poor,Fair,Good,Good,Good,Good,Fair,,,,,,,,,,,,0104,,,,15991.84
12501,Idaho Panhandle National Forests,170103040503,Middle Marble Creek,Functioning Properly,20370.600000000002,74,26,Good,Fair,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,15008.458999999999
12663,Idaho Panhandle National Forests,170103040901,Charlie Creek,Functioning at Risk,17477.8,81,19,Fair,Poor,Poor,Good,Fair,Fair,Fair,Good,Fair,Good,Good,Fair,,,,,,,,,,,,0104,,,,14173.271
12736,Beaverhead-Deerlodge National Forest,100200011404,Kelmbeck Creek-Red Rock River,Functioning Properly,38295.6,24,76,Poor,Good,Good,Fair,Good,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,9045.97
12873,Beaverhead-Deerlodge National Forest,100200040102,Upper Governor Creek,Functioning at Risk,19226.7,60,40,Fair,Fair,Poor,Fair,Fair,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,11547.995
12927,Kootenai National Forest,170101010903,Phillips Creek,Functioning Properly,35411.1,16,84,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,5520.924
13018,Kootenai National Forest,170101011707,Brush Creek- Kootenai River,Functioning Properly,33939.7,52,48,Poor,Good,Fair,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,17677.714
13075,Helena-Lewis And Clark National Forest,100301040504,Upper Elk Creek,Functioning Properly,27751.9,34,66,Poor,Good,Good,Fair,Good,Good,Fair,Poor,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,9519.050000000001
13088,Kootenai National Forest,170101020201,East Fisher Creek,Functioning Properly,22771.9,64,36,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,14675.147
13095,Kootenai National Forest,170102130802,Middle Vermilion River,Functioning Properly,16635.1,92,8,Fair,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,15291.648000000001
13130,Helena-Lewis And Clark National Forest,100301050303,Logging Creek,Functioning Properly,27113.5,90,11,Poor,Good,Good,Good,Fair,Fair,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,,,0115,,,,24269.94
13146,Kootenai National Forest,170101011605,Lower Lake Creek,Functioning at Risk,25739.2,46,54,Fair,Poor,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,11731.298999999999
13151,Kootenai National Forest,170102131002,Lower Trout Creek,Functioning Properly,14097.0,76,24,Good,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,10727.601
13172,Kootenai National Forest,170102131103,Middle Bull River,Functioning Properly,16946.5,99,1,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,16838.047
13173,Beaverhead-Deerlodge National Forest,170102020803,Carpp Creek,Functioning Properly,11354.800000000001,100,0,Poor,Good,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,11313.618
13191,Dakota Prairie Grasslands,101303020707,Defanball Creek-South Fork Grand River,Functioning Properly,15652.300000000001,40,60,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,----,Good,Good,Good,,,,,,,,,,,,0118,,,,6291.6140000000005
13193,Beaverhead-Deerlodge National Forest,170102010206,German Gulch,Functioning at Risk,26256.9,79,21,Fair,Fair,Poor,Fair,Fair,Fair,Good,Good,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,20776.954
13194,Beaverhead-Deerlodge National Forest,100200040703,Deep Creek,Functioning at Risk,36788.0,57,43,Fair,Fair,Poor,Good,Fair,Poor,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,20975.026
13214,Dakota Prairie Grasslands,101302020106,101302020106,Functioning at Risk,20812.4,6,94,Fair,Poor,Fair,Good,Good,Fair,Fair,Good,----,Good,Good,Fair,,,,,,,,,,,,0118,,,,1316.7160000000001
13225,Beaverhead-Deerlodge National Forest,170102020102,North Fork Flint Creek,Functioning Properly,9289.9,73,27,Fair,Good,Good,Good,Good,Fair,Good,Fair,Fair,Fair,Good,Good,,,,,,,,,,,,0102,,,,6793.466
13226,Kootenai National Forest,170102131102,Upper Bull River,Functioning Properly,33822.1,87,13,Good,Poor,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,29378.555
13227,Kootenai National Forest,170101020403,McKillop Creek,Functioning Properly,11186.1,37,63,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,4100.14
13249,Beaverhead-Deerlodge National Forest,170102010407,Clark Fork River-Sand Hollow,Functioning Properly,15242.6,5,95,Poor,Fair,Good,Good,Good,Poor,Good,Good,Fair,Good,Good,Fair,,,,,,,,,,,,0102,,,,762.5780000000001
13289,Kootenai National Forest,170101011704,Callahan Creek,Functioning Properly,16994.1,87,13,Good,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,14718.894
13293,Kootenai National Forest,170101011705,Ruby Creek,Functioning Properly,10259.0,55,45,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,5687.706
13356,Kootenai National Forest,170101010908,Poverty Creek-Lake Koocanusa,Functioning Properly,30735.2,72,28,Good,Good,Fair,Good,Good,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,22228.184
13357,Beaverhead-Deerlodge National Forest,100200030305,Robb Creek,Functioning Properly,19405.0,16,84,Fair,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,3186.195
13361,Beaverhead-Deerlodge National Forest,100200011001,Selway Creek,Functioning Properly,21102.3,99,1,Poor,Fair,Poor,Poor,Fair,Fair,Good,Good,Good,Good,Good,Fair,2014,"<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Invasive Species</Value></Concern></Concerns><Cost>$100,000 to $1 million</Cost></Principal_Reason>",Improve Selway Meadows.  Control invasive aquatic species.,"<Known_Partners><Partner><Name>Montana Department of Fish, Wildlife and Parks</Name><Type>Known</Type></Partner></Known_Partners>",2014-06-30,2019-09-30,8,550000,2020-09-30,,Y,0102,FY 2014 Watershed Restoration Action Plan,2014-06-30,,20940.711
13364,Custer Gallatin National Forest,100700050504,Trout Creek,Functioning at Risk,16873.3,35,65,Poor,Fair,Good,Good,Good,Good,Poor,Good,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,5857.657
13373,Beaverhead-Deerlodge National Forest,100200060202,Lower Bison Creek,Functioning at Risk,27235.3,74,27,Poor,Good,Poor,Good,Poor,Fair,Good,Good,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,20022.722
13382,Beaverhead-Deerlodge National Forest,170102010704,Peterson Creek,Functioning Properly,19935.2,30,70,Fair,Fair,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Fair,,,,,,,,,,,,0102,,,,5982.053
13420,Kootenai National Forest,170101010506,Bloom Creek,Functioning Properly,39350.9,6,94,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,2225.732
13433,Beaverhead-Deerlodge National Forest,170102020505,Barnes Creek,Functioning at Risk,13664.800000000001,9,91,Poor,Fair,Poor,Good,Good,Fair,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,,,0102,,,,1226.924
13445,Kootenai National Forest,170101010705,Deep Creek,Functioning Properly,12416.2,85,15,Good,Fair,Fair,Fair,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,10585.098
13446,Beaverhead-Deerlodge National Forest,170102021202,Rock Creek-Sluice Gulch,Functioning Properly,22941.4,18,82,Fair,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,,,0102,,,,4213.024
13452,Dakota Prairie Grasslands,101102030606,Bullion Creek,Functioning Properly,27005.9,32,68,Fair,Fair,Good,Good,Good,Poor,Good,Good,Good,Good,Good,Poor,,,,,,,,,,,,0118,,,,8721.282000000001
13456,Kootenai National Forest,170101011403,Lower Pipe Creek,Functioning Properly,19048.4,76,24,Fair,Fair,Good,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,,,,,,,,,,,,0114,,,,14525.561000000002
13459,Beaverhead-Deerlodge National Forest,100200060203,Red Rock Creek,Functioning Properly,13322.2,94,6,Poor,Good,Good,Good,Poor,Fair,Good,Good,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,12468.004
13460,Bitterroot National Forest,170102050901,Daly Creek,Functioning at Risk,23948.8,100,0,Fair,Fair,Good,Good,Good,Fair,Good,Fair,Good,Fair,Fair,Fair,,,,,,,,,,,,0103,,,,23948.479
13462,Kootenai National Forest,170101011604,Keeler Creek,Functioning Properly,32888.3,97,3,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,31858.846
13475,Kootenai National Forest,170102100103,Stillwater River-Hellroaring Creek,Functioning Properly,22681.3,32,68,Good,Poor,Good,Good,Good,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,7179.651000000001
13484,Beaverhead-Deerlodge National Forest,100200041202,Town of Melrose-Big Hole River,Functioning at Risk,21666.2,10,90,Poor,Fair,Good,Good,Good,Poor,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,2187.667
13526,Idaho Panhandle National Forests,170103040301,Gold Creek,Functioning Properly,17887.600000000002,100,0,Good,Good,Fair,Good,Fair,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,17887.293
13618,Idaho Panhandle National Forests,170603080202,Stoney Creek,Functioning Properly,24154.9,7,93,Fair,Good,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,,,,,,,,,,,,0104,,,,1772.1940000000002
13622,Kootenai National Forest,170101030101,Basin Creek,Functioning Properly,18148.4,99,2,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,17867.168
13631,Idaho Panhandle National Forests,170103040607,Bond Creek,Functioning Properly,16180.800000000001,7,93,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,1151.806
13697,Kootenai National Forest,170101010904,Dodge Creek,Functioning Properly,10766.0,95,5,Good,Poor,Good,Good,Good,Fair,Good,Fair,Fair,Good,Good,Good,,,,,,,,,,,,0114,,,,10203.855
13705,Beaverhead-Deerlodge National Forest,170102020401,Upper South Fork Lower Middle Creek,Functioning at Risk,15030.9,85,16,Fair,Fair,Poor,Good,Fair,Fair,Good,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,12703.554
13737,Idaho Panhandle National Forests,170101040101,Upper Boulder Creek,Functioning at Risk,22317.0,100,0,Fair,Fair,Poor,Fair,Fair,Fair,Good,Fair,Good,Fair,Fair,Good,,,,,,,,,,,,0104,,,,22317.029
13747,Dakota Prairie Grasslands,101000042001,South Fork Smith Creek,Functioning at Risk,14779.0,7,93,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Good,Good,Good,Poor,Fair,,,,,,,,,,,,0118,,,,988.519
13846,Beaverhead-Deerlodge National Forest,100200011205,Schwartz Creek,Functioning Properly,11216.4,69,31,Poor,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,7773.358
13852,Kootenai National Forest,170101010803,Therriault Creek,Functioning at Risk,13520.2,52,48,Good,Poor,Fair,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,7026.592000000001
13884,Helena-Lewis And Clark National Forest,100302010104,Lower South Fork Two Medicine River,Functioning Properly,42992.3,43,57,Poor,Fair,Good,Good,Good,Good,Poor,Poor,Poor,Good,Poor,Fair,2011,<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Water Quality</Value></Concern><Concern><Value>Invasive Species</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity><Opportunity><Value>Socio-Economic Benefit</Value></Opportunity></Opportunities></Principal_Reason>,"The Lower South Fork Two Medicine River is a unique watershed located just south of Glacier National Park and west of the Black Feet Indian Reservation. The watershed is host to a high biological diversity of wildlife species including grizzly bear, timber wolf, Lynxs, wolverine, elk, mule deer, westslope cutthroat trout, harlequin ducks and pika.  In 2007, the Skyland wildfire burned over one-half of the watershed accelerated the spread of invasive weeds, degrading soil conditions and diminishing biodiversity of the watershed. The Rocky Mountain Travel Plan has been completed and the implementation of road decommissioning is a high forest priority. The L&C plans to continue the road work which will have the benefit of lowering the road densities which will eliminate chronic sediment supplies to streams, slowing the spread of noxious weeds and improve the overall watersheds hydrologic function. Grazing within the watershed has resulted in soil damage, streambank/riparian corridor degradation, degraded westslope cutthroat trout habitat, and the spread of invasive weeds. Native species i.e. cutthroat trout are threatened by rainbow trout hybridization and brook trout competition. Potential partnerships will include the Blackfeet Tribe, Glacier Conservation District, Montana Fish Wildlife and Parks, and Trout Unlimited.  ","<Known_Partners><Partner><Name>Montana Department of Fish, Wildlife and Parks</Name><Type>Known</Type></Partner></Known_Partners>",2013-10-31,2015-10-01,3,95000,2014-09-30,,Y,0115,Lower South Fork Two Medicine Watershed Restoration Action Plan,2013-10-31,Y,18418.769
13896,Kootenai National Forest,170101020104,Pleasant Valley Fisher River-Pearsons Reservoir,Functioning at Risk,27580.600000000002,8,92,Fair,Fair,Good,Fair,Good,Poor,Good,Good,Poor,Good,Good,Good,,,,,,,,,,,,0114,,,,2120.281
13901,Kootenai National Forest,170102131104,Lower Bull River,Functioning Properly,16344.5,91,10,Fair,Fair,Fair,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,14785.889
13929,Idaho Panhandle National Forests,170102131204,Lower Lightning Creek,Functioning at Risk,20522.8,72,28,Fair,Fair,Poor,Good,Fair,Good,Good,Fair,Good,Good,Fair,Fair,2014,"<Principal_Reason><Concerns><Concern><Value>Other</Value></Concern><Concern><Value>Water Quality</Value></Concern><Concern><Value>Riparian Structure and Function</Value></Concern></Concerns><Cost>$100,000 to $1 million</Cost></Principal_Reason>","High road density, roads in floodplains, reduced aquatic and riparian habitat complexity, elevated stream temps. ",<Known_Partners><Partner><Name>Avista Corporation </Name><Type>Known</Type></Partner><Partner><Name>National Forest Foundation</Name><Type>Known</Type></Partner><Partner><Name>Friends of Scotchman Peaks Wilderness</Name><Type>Known</Type></Partner><Partner><Name>Trout Unlimited</Name><Type>Known</Type></Partner><Partner><Name>Idaho Department of Fish and Game</Name><Type>Known</Type></Partner></Known_Partners>,2013-12-17,2016-09-30,2,210000,2015-10-31,,Y,0104,Lower and Middle Lightning Creek WRAP,2013-12-17,Y,14790.492
14705,Lolo National Forest,170102051402,East Fork Lolo Creek,Functioning at Risk,20374.9,100,0,Fair,Poor,Fair,Good,Fair,Poor,Good,Fair,Fair,Good,Fair,----,2023,<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Species Habitat</Value></Concern><Concern><Value>Water Quality</Value></Concern></Concerns><Opportunities><Opportunity><Value>Larger-Scale Restoration</Value></Opportunity><Opportunity><Value>Leverage Forest Service Funds</Value></Opportunity><Opportunity><Value>Potential Partnership</Value></Opportunity></Opportunities></Principal_Reason>,This watershed has streams on the state TMDL list and is threatened bull trout habitat. Acquired industrial timber land and history of management have made it a high priority for watershed restoration work.,"<Known_Partners><Partner><Name>Montana Fish, Wildlife, and Parks</Name><Type>Known</Type></Partner><Partner><Name>Missoula County Resource Advisory Committee </Name><Type>Known</Type></Partner><Partner><Name>Montana Department of Environmental Quality </Name><Type>Known</Type></Partner><Partner><Name>Clark Fork Coalition</Name><Type>Known</Type></Partner></Known_Partners>",2023-03-16,,5,1100000,,,Y,0116,FY2023 Upper Lolo Watershed Restoration Action Plan,2023-03-16,,20322.879
